Indicator,Year,Country ISO 3 code,Country,WHO region,World bank income group,Sex,Comments,Value Numeric,Value String,Value low,Value high
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,UKR,Ukraine,Europe,Upper middle income,Male,The most recent survey was conducted in 2020. This is a projection.,36,36.0 [29.2-42.8],29.2,42.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,UKR,Ukraine,Europe,Upper middle income,Female,The most recent survey was conducted in 2020. This is a projection.,11.1,11.1 [8.6-13.6],8.6,13.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,UKR,Ukraine,Europe,Upper middle income,Female,The most recent survey was conducted in 2020. This is a projection.,10.6,10.6 [7.8-13.5],7.8,13.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,UKR,Ukraine,Europe,Upper middle income,Both sexes,The most recent survey was conducted in 2020. This is a projection.,21.4,21.4 [16.7-26.2],16.7,26.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,UKR,Ukraine,Europe,Upper middle income,Male,The most recent survey was conducted in 2020. This is a projection.,32.3,32.3 [25.7-38.8],25.7,38.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,ARE,United Arab Emirates,Eastern Mediterranean,High income,Female,,4,4.0 [1.8-6.2],1.8,6.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,ARE,United Arab Emirates,Eastern Mediterranean,High income,Both sexes,,19.1,19.1 [9.6-28.6],9.6,28.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,ARE,United Arab Emirates,Eastern Mediterranean,High income,Male,,34.1,34.1 [17.4-50.9],17.4,50.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,ARE,United Arab Emirates,Eastern Mediterranean,High income,Female,,3.6,3.6 [1.9-5.2],1.9,5.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,ARE,United Arab Emirates,Eastern Mediterranean,High income,Both sexes,,15.9,15.9 [10.2-21.6],10.2,21.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,ARE,United Arab Emirates,Eastern Mediterranean,High income,Male,,28.3,28.3 [18.5-38.0],18.5,38
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,ARE,United Arab Emirates,Eastern Mediterranean,High income,Female,,3.4,3.4 [2.1-4.8],2.1,4.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,ARE,United Arab Emirates,Eastern Mediterranean,High income,Male,,26.2,26.2 [17.2-35.2],17.2,35.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,ARE,United Arab Emirates,Eastern Mediterranean,High income,Both sexes,,14.8,14.8 [9.6-20.0],9.6,20
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,ARE,United Arab Emirates,Eastern Mediterranean,High income,Female,,3.2,3.2 [2.1-4.4],2.1,4.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,ARE,United Arab Emirates,Eastern Mediterranean,High income,Both sexes,,13.3,13.3 [9.8-16.8],9.8,16.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,ARE,United Arab Emirates,Eastern Mediterranean,High income,Male,,23.4,23.4 [17.5-29.3],17.5,29.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,ARE,United Arab Emirates,Eastern Mediterranean,High income,Both sexes,,11.2,11.2 [8.5-14.0],8.5,14
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,ARE,United Arab Emirates,Eastern Mediterranean,High income,Female,,2.9,2.9 [2.1-3.8],2.1,3.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,ARE,United Arab Emirates,Eastern Mediterranean,High income,Male,,19.5,19.5 [14.8-24.2],14.8,24.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,ARE,United Arab Emirates,Eastern Mediterranean,High income,Female,The most recent survey was conducted in 2017-18. This is a projection.,2.7,2.7 [1.7-3.7],1.7,3.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,ARE,United Arab Emirates,Eastern Mediterranean,High income,Both sexes,The most recent survey was conducted in 2017-18. This is a projection.,9.6,9.6 [6.8-12.3],6.8,12.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,ARE,United Arab Emirates,Eastern Mediterranean,High income,Male,The most recent survey was conducted in 2017-18. This is a projection.,16.4,16.4 [11.9-20.9],11.9,20.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,ARE,United Arab Emirates,Eastern Mediterranean,High income,Both sexes,The most recent survey was conducted in 2017-18. This is a projection.,9.3,9.3 [6.1-12.4],6.1,12.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,ARE,United Arab Emirates,Eastern Mediterranean,High income,Male,The most recent survey was conducted in 2017-18. This is a projection.,15.9,15.9 [10.5-21.2],10.5,21.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,ARE,United Arab Emirates,Eastern Mediterranean,High income,Female,The most recent survey was conducted in 2017-18. This is a projection.,2.6,2.6 [1.7-3.6],1.7,3.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,ARE,United Arab Emirates,Eastern Mediterranean,High income,Female,The most recent survey was conducted in 2017-18. This is a projection.,2.6,2.6 [1.7-3.6],1.7,3.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,ARE,United Arab Emirates,Eastern Mediterranean,High income,Male,The most recent survey was conducted in 2017-18. This is a projection.,15.4,15.4 [9.8-21.0],9.8,21
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,ARE,United Arab Emirates,Eastern Mediterranean,High income,Both sexes,The most recent survey was conducted in 2017-18. This is a projection.,9,9.0 [5.7-12.3],5.7,12.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,ARE,United Arab Emirates,Eastern Mediterranean,High income,Male,The most recent survey was conducted in 2017-18. This is a projection.,13.9,13.9 [8.2-19.6],8.2,19.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,ARE,United Arab Emirates,Eastern Mediterranean,High income,Both sexes,The most recent survey was conducted in 2017-18. This is a projection.,8.2,8.2 [4.8-11.6],4.8,11.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,ARE,United Arab Emirates,Eastern Mediterranean,High income,Female,The most recent survey was conducted in 2017-18. This is a projection.,2.5,2.5 [1.4-3.6],1.4,3.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,ARE,United Arab Emirates,Eastern Mediterranean,High income,Both sexes,The most recent survey was conducted in 2017-18. This is a projection.,7.1,7.1 [3.1-11.1],3.1,11.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,ARE,United Arab Emirates,Eastern Mediterranean,High income,Male,The most recent survey was conducted in 2017-18. This is a projection.,11.9,11.9 [5.1-18.6],5.1,18.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,ARE,United Arab Emirates,Eastern Mediterranean,High income,Female,The most recent survey was conducted in 2017-18. This is a projection.,2.3,2.3 [1.2-3.5],1.2,3.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Female,,36.7,36.7 [29.6-43.7],29.6,43.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Male,,38.5,38.5 [31.6-45.4],31.6,45.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Both sexes,,37.6,37.6 [30.6-44.5],30.6,44.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Female,,28.5,28.5 [24.1-32.9],24.1,32.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Both sexes,,30,30.0 [24.9-35.0],24.9,35
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Male,,31.4,31.4 [25.7-37.1],25.7,37.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Male,,29.2,29.2 [23.9-34.4],23.9,34.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Female,,25.8,25.8 [21.3-30.4],21.3,30.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Both sexes,,27.5,27.5 [22.6-32.4],22.6,32.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Male,,25.9,25.9 [21.9-29.9],21.9,29.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Female,,22.4,22.4 [18.6-26.1],18.6,26.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Both sexes,,24.1,24.1 [20.2-28.0],20.2,28
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Male,,21.2,21.2 [17.7-24.6],17.7,24.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Both sexes,,19.3,19.3 [16.3-22.3],16.3,22.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Female,,17.4,17.4 [14.9-19.9],14.9,19.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Female,,13.7,13.7 [11.5-15.9],11.5,15.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Male,,17.4,17.4 [14.2-20.6],14.2,20.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Both sexes,,15.6,15.6 [12.9-18.2],12.9,18.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Female,,13,13.0 [10.6-15.3],10.6,15.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Both sexes,,14.9,14.9 [12.1-17.6],12.1,17.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Male,,16.7,16.7 [13.7-19.8],13.7,19.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,14.2,14.2 [11.8-16.6],11.8,16.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,16.1,16.1 [13.5-18.6],13.5,18.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,12.4,12.4 [10.1-14.6],10.1,14.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,12.5,12.5 [9.9-15.2],9.9,15.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,10.7,10.7 [8.4-13.0],8.4,13
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,14.4,14.4 [11.4-17.3],11.4,17.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,8.4,8.4 [6.5-10.3],6.5,10.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,10.1,10.1 [7.7-12.5],7.7,12.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,11.7,11.7 [8.9-14.6],8.9,14.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,TZA,United Republic of Tanzania,Africa,Lower middle income,Male,,48,48.0 [29.5-66.6],29.5,66.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,TZA,United Republic of Tanzania,Africa,Lower middle income,Female,,3.1,3.1 [1.6-4.7],1.6,4.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,TZA,United Republic of Tanzania,Africa,Lower middle income,Both sexes,,25.6,25.6 [15.5-35.7],15.5,35.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,TZA,United Republic of Tanzania,Africa,Lower middle income,Male,,35.3,35.3 [25.1-45.6],25.1,45.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,TZA,United Republic of Tanzania,Africa,Lower middle income,Both sexes,,18.9,18.9 [13.3-24.6],13.3,24.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,TZA,United Republic of Tanzania,Africa,Lower middle income,Female,,2.6,2.6 [1.6-3.5],1.6,3.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,TZA,United Republic of Tanzania,Africa,Lower middle income,Both sexes,,16.8,16.8 [12.3-21.4],12.3,21.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,TZA,United Republic of Tanzania,Africa,Lower middle income,Male,,31.3,31.3 [23.1-39.5],23.1,39.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,TZA,United Republic of Tanzania,Africa,Lower middle income,Female,,2.4,2.4 [1.5-3.3],1.5,3.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,TZA,United Republic of Tanzania,Africa,Lower middle income,Male,,26.1,26.1 [20.7-31.5],20.7,31.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,TZA,United Republic of Tanzania,Africa,Lower middle income,Both sexes,,14.1,14.1 [11.1-17.1],11.1,17.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,TZA,United Republic of Tanzania,Africa,Lower middle income,Female,,2.1,2.1 [1.5-2.7],1.5,2.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,TZA,United Republic of Tanzania,Africa,Lower middle income,Male,,19.2,19.2 [15.3-23.1],15.3,23.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,TZA,United Republic of Tanzania,Africa,Lower middle income,Female,,1.7,1.7 [1.2-2.3],1.2,2.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,TZA,United Republic of Tanzania,Africa,Lower middle income,Both sexes,,10.5,10.5 [8.2-12.7],8.2,12.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,TZA,United Republic of Tanzania,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,7.9,7.9 [6.0-9.8],6,9.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,TZA,United Republic of Tanzania,Africa,Lower middle income,Male,The most recent survey was conducted in 2018. This is a projection.,14.3,14.3 [11.0-17.5],11,17.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,TZA,United Republic of Tanzania,Africa,Lower middle income,Female,The most recent survey was conducted in 2018. This is a projection.,1.4,1.4 [0.9-2.0],0.9,2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,TZA,United Republic of Tanzania,Africa,Lower middle income,Male,The most recent survey was conducted in 2018. This is a projection.,13.4,13.4 [9.9-16.9],9.9,16.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,TZA,United Republic of Tanzania,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,7.4,7.4 [5.4-9.4],5.4,9.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,TZA,United Republic of Tanzania,Africa,Lower middle income,Female,The most recent survey was conducted in 2018. This is a projection.,1.4,1.4 [0.9-1.9],0.9,1.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,TZA,United Republic of Tanzania,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,7,7.0 [5.2-8.7],5.2,8.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,TZA,United Republic of Tanzania,Africa,Lower middle income,Male,The most recent survey was conducted in 2018. This is a projection.,12.6,12.6 [9.6-15.6],9.6,15.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,TZA,United Republic of Tanzania,Africa,Lower middle income,Female,The most recent survey was conducted in 2018. This is a projection.,1.3,1.3 [0.8-1.9],0.8,1.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,TZA,United Republic of Tanzania,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,5.9,5.9 [4.0-7.9],4,7.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,TZA,United Republic of Tanzania,Africa,Lower middle income,Female,The most recent survey was conducted in 2018. This is a projection.,1.2,1.2 [0.7-1.8],0.7,1.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,TZA,United Republic of Tanzania,Africa,Lower middle income,Male,The most recent survey was conducted in 2018. This is a projection.,10.6,10.6 [7.3-13.9],7.3,13.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,TZA,United Republic of Tanzania,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,4.5,4.5 [2.6-6.4],2.6,6.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,TZA,United Republic of Tanzania,Africa,Lower middle income,Male,The most recent survey was conducted in 2018. This is a projection.,7.9,7.9 [4.8-11.1],4.8,11.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,TZA,United Republic of Tanzania,Africa,Lower middle income,Female,The most recent survey was conducted in 2018. This is a projection.,1,1.0 [0.4-1.6],0.4,1.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,USA,United States of America,Americas,High income,Female,,25.3,25.3 [21.1-29.4],21.1,29.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,USA,United States of America,Americas,High income,Both sexes,,30.4,30.4 [25.0-35.7],25,35.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,USA,United States of America,Americas,High income,Male,,35.5,35.5 [29.0-41.9],29,41.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,USA,United States of America,Americas,High income,Male,,32.4,32.4 [27.5-37.4],27.5,37.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,USA,United States of America,Americas,High income,Female,,23,23.0 [19.5-26.5],19.5,26.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,USA,United States of America,Americas,High income,Both sexes,,27.7,27.7 [23.5-32.0],23.5,32
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,USA,United States of America,Americas,High income,Both sexes,,26.8,26.8 [22.3-31.3],22.3,31.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,USA,United States of America,Americas,High income,Female,,22.2,22.2 [18.5-26.0],18.5,26
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,USA,United States of America,Americas,High income,Male,,31.3,31.3 [26.1-36.5],26.1,36.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,USA,United States of America,Americas,High income,Both sexes,,25.4,25.4 [21.4-29.5],21.4,29.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,USA,United States of America,Americas,High income,Male,,29.8,29.8 [25.0-34.6],25,34.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,USA,United States of America,Americas,High income,Female,,21,21.0 [17.8-24.3],17.8,24.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,USA,United States of America,Americas,High income,Female,,19.1,19.1 [15.9-22.3],15.9,22.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,USA,United States of America,Americas,High income,Both sexes,,23.1,23.1 [19.4-26.8],19.4,26.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,USA,United States of America,Americas,High income,Male,,27.1,27.1 [22.9-31.3],22.9,31.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,USA,United States of America,Americas,High income,Male,,24.9,24.9 [19.8-30.0],19.8,30
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,USA,United States of America,Americas,High income,Female,,17.5,17.5 [14.4-20.6],14.4,20.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,USA,United States of America,Americas,High income,Both sexes,,21.2,21.2 [17.1-25.3],17.1,25.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,USA,United States of America,Americas,High income,Female,,17.2,17.2 [14.0-20.4],14,20.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,USA,United States of America,Americas,High income,Male,,24.4,24.4 [20.1-28.8],20.1,28.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,USA,United States of America,Americas,High income,Both sexes,,20.8,20.8 [17.0-24.6],17,24.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,USA,United States of America,Americas,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,20.4,20.4 [16.7-24.1],16.7,24.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,USA,United States of America,Americas,High income,Female,The most recent survey was conducted in 2021. This is a projection.,16.8,16.8 [13.6-20.0],13.6,20
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,USA,United States of America,Americas,High income,Male,The most recent survey was conducted in 2021. This is a projection.,24,24.0 [19.8-28.2],19.8,28.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,USA,United States of America,Americas,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,19.4,19.4 [15.4-23.3],15.4,23.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,USA,United States of America,Americas,High income,Male,The most recent survey was conducted in 2021. This is a projection.,22.8,22.8 [17.7-27.9],17.7,27.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,USA,United States of America,Americas,High income,Female,The most recent survey was conducted in 2021. This is a projection.,16,16.0 [13.1-18.8],13.1,18.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,USA,United States of America,Americas,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,17.7,17.7 [13.7-21.8],13.7,21.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,USA,United States of America,Americas,High income,Female,The most recent survey was conducted in 2021. This is a projection.,14.6,14.6 [11.3-17.8],11.3,17.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,USA,United States of America,Americas,High income,Male,The most recent survey was conducted in 2021. This is a projection.,20.9,20.9 [16.0-25.7],16,25.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,URY,Uruguay,Americas,High income,Male,,41.4,41.4 [33.8-48.9],33.8,48.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,URY,Uruguay,Americas,High income,Both sexes,,35.4,35.4 [29.1-41.7],29.1,41.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,URY,Uruguay,Americas,High income,Female,,29.5,29.5 [24.4-34.5],24.4,34.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,URY,Uruguay,Americas,High income,Both sexes,,31.3,31.3 [26.0-36.6],26,36.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,URY,Uruguay,Americas,High income,Female,,26.2,26.2 [21.7-30.7],21.7,30.7
